IP address      Client-ID/ 		Lease expiration 	Type       State      Interface
		Hardware address/
		User name
10.85.141.164    0108.9798.f7d9.4d       Apr 11 2023 11:09 AM    Automatic  Active     Vlan1
10.85.141.165    0100.f663.52f0.3c       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.166    01f4.4d30.c8c8.94       Apr 11 2023 11:09 AM    Automatic  Active     Vlan1
10.85.141.167    0118.6024.de43.c0       Apr 11 2023 11:11 AM    Automatic  Active     Vlan1
10.85.141.168    0188.ad43.f87b.b4       Apr 11 2023 11:12 AM    Automatic  Active     Vlan1
10.85.141.170    0118.66da.3cfa.21       Apr 11 2023 12:26 PM    Automatic  Active     Vlan1
10.85.141.171    0100.e00a.1330.d3       Apr 11 2023 11:20 AM    Automatic  Active     Vlan1
10.85.141.172    0150.7b9d.b28f.2d       Apr 11 2023 11:23 AM    Automatic  Active     Vlan1
10.85.141.173    01a0.d3c1.1f13.e0       Apr 11 2023 11:09 AM    Automatic  Active     Vlan1
10.85.141.174    01f4.4d30.f6e1.3e       Apr 11 2023 11:26 AM    Automatic  Active     Vlan1
10.85.141.175    0140.8d5c.242c.bc       Apr 11 2023 11:31 AM    Automatic  Active     Vlan1
10.85.141.176    0150.9a4c.2ec7.ff       Apr 11 2023 11:33 AM    Automatic  Active     Vlan1
10.85.141.177    01f4.4d30.fb78.3a       Apr 11 2023 11:09 AM    Automatic  Active     Vlan1
10.85.141.178    0150.9a4c.2964.e4       Apr 11 2023 11:34 AM    Automatic  Active     Vlan1
10.85.141.179    0100.e04c.1a21.2d       Apr 11 2023 03:12 PM    Automatic  Active     Vlan1
10.85.141.180    0154.e1ad.e9fa.c3       Apr 11 2023 11:48 AM    Automatic  Active     Vlan1
10.85.141.181    0174.27ea.f8e3.96       Apr 11 2023 11:42 AM    Automatic  Active     Vlan1
10.85.141.182    014c.cc6a.3a57.07       Apr 11 2023 03:05 PM    Automatic  Active     Vlan1
10.85.141.183    014c.cc6a.3a57.96       Apr 11 2023 03:38 PM    Automatic  Active     Vlan1
10.85.141.184    3464.a913.ff10          Apr 11 2023 10:53 AM    Automatic  Active     Vlan1
10.85.141.185    01dc.4a3e.7201.78       Apr 11 2023 02:58 PM    Automatic  Active     Vlan1
10.85.141.186    0100.e04c.0ab7.a6       Apr 11 2023 09:42 AM    Automatic  Active     Vlan1
10.85.141.187    0148.0fcf.4b02.70       Apr 11 2023 11:48 AM    Automatic  Active     Vlan1
10.85.141.188    0180.ce62.4165.bc       Apr 11 2023 03:28 PM    Automatic  Active     Vlan1
10.85.141.189    01f4.4d30.e50f.f2       Apr 11 2023 11:55 AM    Automatic  Active     Vlan1
10.85.141.190    016c.3c8c.2d0b.d3       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.191    01d0.2788.684d.00       Apr 11 2023 04:26 PM    Automatic  Active     Vlan1
10.85.141.192    0100.e04c.3657.af       Apr 11 2023 04:11 PM    Automatic  Active     Vlan1
10.85.141.193    01d0.2788.948c.58       Apr 11 2023 11:58 AM    Automatic  Active     Vlan1
10.85.141.194    0194.c691.ca7a.5a       Apr 11 2023 10:44 AM    Automatic  Active     Vlan1
10.85.141.195    0100.16d3.a10e.17       Apr 11 2023 12:03 PM    Automatic  Active     Vlan1
10.85.141.196    019c.5a44.94ac.fd       Apr 11 2023 03:58 PM    Automatic  Active     Vlan1
10.85.141.197    480f.cf50.f695          Apr 11 2023 03:48 PM    Automatic  Active     Vlan1
10.85.141.198    0194.c691.7f6b.3d       Apr 11 2023 04:49 PM    Automatic  Active     Vlan1
10.85.141.199    0150.9a4c.275c.6f       Apr 11 2023 03:12 PM    Automatic  Active     Vlan1
10.85.141.200    0194.c691.7cfb.6b       Apr 11 2023 03:22 PM    Automatic  Active     Vlan1
10.85.141.201    0150.9a4c.4e44.1d       Apr 11 2023 03:03 PM    Automatic  Active     Vlan1
10.85.141.202    0154.bf64.099f.1b       Apr 11 2023 04:33 PM    Automatic  Active     Vlan1
10.85.141.203    6c3b.e51c.abe9          Apr 11 2023 11:22 AM    Automatic  Active     Vlan1
10.85.141.204    014c.cc6a.3a50.b5       Apr 11 2023 03:09 PM    Automatic  Active     Vlan1
10.85.141.205    0174.27ea.d6f8.a9       Apr 11 2023 01:19 PM    Automatic  Active     Vlan1
10.85.141.206    0114.1877.b2c8.e5       Apr 11 2023 02:43 PM    Automatic  Active     Vlan1
10.85.141.207    01f4.4d30.f6e6.d3       Apr 11 2023 11:32 AM    Automatic  Active     Vlan1
10.85.141.208    014c.cc6a.3a50.62       Apr 11 2023 03:00 PM    Automatic  Active     Vlan1
10.85.141.209    a048.1c95.8eed          Apr 11 2023 01:49 PM    Automatic  Active     Vlan1
10.85.141.210    480f.cf50.f682          Apr 11 2023 12:31 PM    Automatic  Active     Vlan1
10.85.141.211    f04d.a2c0.d5fd          Apr 11 2023 02:06 PM    Automatic  Active     Vlan1
10.85.141.212    98ee.cb58.29a1          Apr 11 2023 02:06 PM    Automatic  Active     Vlan1
10.85.141.213    01bc.e92f.9e79.8e       Apr 11 2023 02:34 PM    Automatic  Active     Vlan1
10.85.141.214    0194.c691.ca79.a1       Apr 11 2023 10:44 AM    Automatic  Active     Vlan1
10.85.141.215    0174.27ea.f948.66       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.216    011c.a0b8.741d.d2       Apr 11 2023 03:01 PM    Automatic  Active     Vlan1
10.85.141.217    0140.b034.41aa.72       Apr 11 2023 11:07 AM    Automatic  Active     Vlan1
10.85.141.218    0100.9c02.1683.0a       Apr 11 2023 03:43 PM    Automatic  Active     Vlan1
10.85.141.219    0118.0373.ab50.ab       Apr 11 2023 03:32 PM    Automatic  Active     Vlan1
10.85.141.221    0194.c691.ca7a.55       Apr 11 2023 10:54 AM    Automatic  Active     Vlan1
10.85.141.222    0194.c691.ca76.00       Apr 11 2023 02:09 PM    Automatic  Active     Vlan1
10.85.141.223    0140.b034.41b4.cc       Apr 11 2023 11:32 AM    Automatic  Active     Vlan1
10.85.141.224    0100.0218.1133.14       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.225    0100.17c8.e13e.21       Apr 11 2023 04:39 PM    Automatic  Active     Vlan1
10.85.141.226    0148.0fcf.43e3.25       Apr 11 2023 03:29 PM    Automatic  Active     Vlan1
10.85.141.227    0100.007d.919e.08       Apr 11 2023 03:23 PM    Automatic  Active     Vlan1
10.85.141.228    0114.58d0.0c14.7d       Apr 11 2023 03:07 PM    Automatic  Active     Vlan1
10.85.141.229    01c8.d3ff.f0a9.3f       Apr 10 2023 07:32 PM    Automatic  Active     Vlan1
10.85.141.230    0174.27ea.40f7.54       Apr 11 2023 04:19 PM    Automatic  Active     Vlan1
10.85.141.233    480f.cf50.f699          Apr 11 2023 11:42 AM    Automatic  Active     Vlan1
10.85.141.234    0118.0373.4ce0.18       Apr 11 2023 04:20 PM    Automatic  Active     Vlan1
10.85.141.236    011c.a0b8.741f.19       Apr 11 2023 03:30 PM    Automatic  Active     Vlan1
10.85.141.237    01f0.4da2.6739.ec       Apr 11 2023 03:48 PM    Automatic  Active     Vlan1
10.85.141.239    01d4.bed9.d62e.9f       Apr 11 2023 12:58 PM    Automatic  Active     Vlan1
10.85.141.241    0198.9096.af7c.ca       Apr 11 2023 03:06 PM    Automatic  Active     Vlan1
10.85.141.242    011c.a0b8.741d.f5       Apr 11 2023 11:34 AM    Automatic  Active     Vlan1
10.85.141.243    014c.cc6a.3a53.41       Apr 11 2023 04:28 PM    Automatic  Active     Vlan1
10.85.141.244    011c.a0b8.741e.7a       Apr 11 2023 11:35 AM    Automatic  Active     Vlan1
10.85.141.246    0025.df45.8637          Apr 11 2023 10:11 AM    Automatic  Active     Vlan1
10.85.141.247    0148.0fcf.5113.4f       Apr 11 2023 03:12 PM    Automatic  Active     Vlan1
10.85.141.250    0194.c691.3ef9.06       Apr 11 2023 11:21 AM    Automatic  Active     Vlan1
10.85.141.251    0135.48ed.5c0e.3c       Apr 11 2023 09:58 AM    Automatic  Active     Vlan1
10.85.141.252    0024.df45.8637          Apr 13 2023 10:11 AM    Automatic  Active     Vlan1
10.85.141.253    0149.0fcf.5113.4f       Apr 15 2023 03:12 PM    Automatic  Active     Vlan1
10.85.141.254    0192.c691.3ef9.06       Apr 17 2023 11:21 AM    Automatic  Active     Vlan1
10.85.141.255    0334.48ed.5c0e.3c       Apr 19 2023 09:58 AM    Automatic  Active     Vlan1
10.85.141.256    0140.b034.41b4.cd       Apr 11 2023 11:32 AM    Automatic  Active     Vlan1
